Order ID,Customer Name,Region,Category,Quantity,Sales,Profit,Payment Method,Order Date
ORD00156,Varun Joshi,West,Electronics,3,37177.97,10891.38,UPI,2025-06-27
ORD00157,Karthik Singh,West,Clothing,6,8291.76,1060.59,Debit Card,2025-08-04
ORD00158,Asha Patel,North,Furniture,3,37844.58,2363.04,UPI,2024-10-05
ORD00159,Manoj Joshi,West,Clothing,10,22381.19,2647.51,Cash,2024-04-26
ORD00160,Neha Singh,North,Office Supplies,10,24588.32,5330.33,UPI,2024-08-13
ORD00161,Suresh Das,North,Electronics,4,15420.26,1585.33,Credit Card,2024-09-18
ORD00162,Pooja Kumar,North,Electronics,8,37477.2,3520.0,Net Banking,2025-06-29
ORD00163,Meera Menon,Central,Office Supplies,2,20155.02,4746.72,Net Banking,2024-01-20
ORD00164,Manoj Kapoor,North,Office Supplies,10,21749.57,3286.48,Net Banking,2024-10-23
ORD00165,Ananya Singh,North,Office Supplies,3,40165.45,8215.09,Debit Card,2024-03-31
ORD00166,Divya Yadav,North,Furniture,7,29649.13,5366.21,Net Banking,2024-11-13
ORD00167,Amit Reddy,East,Furniture,2,25768.92,2023.03,Cash,2024-07-17
ORD00168,Neha Kumar,South,Furniture,2,7748.99,769.61,Cash,2024-06-05
ORD00169,Arjun Nair,West,Clothing,10,38113.92,6183.08,Cash,2025-10-20
ORD00170,Asha Kumar,East,Furniture,8,3880.17,622.97,Debit Card,2024-10-08
ORD00171,Varun Sharma,East,Groceries,2,15865.19,2585.68,UPI,2025-01-12
ORD00172,Pooja Patel,North,Groceries,10,25599.86,4241.33,Cash,2024-02-12
ORD00173,Manoj Kapoor,Central,Furniture,6,30447.79,5338.77,UPI,2025-04-06
ORD00174,Ananya Jain,East,Electronics,9,32483.29,1942.03,Net Banking,2025-03-25
ORD00175,Ajay Menon,Central,Furniture,6,18956.17,2288.45,Net Banking,2024-12-12
ORD00176,Asha Sharma,East,Electronics,6,5178.04,1137.07,Debit Card,2024-09-15
ORD00177,Asha Yadav,South,Office Supplies,2,29345.61,2504.86,Debit Card,2024-11-13
ORD00178,Suresh Nair,Central,Electronics,5,28166.64,5939.59,Debit Card,2024-05-10
ORD00179,Ajay Patel,West,Groceries,6,1402.41,178.41,Credit Card,2024-12-15
ORD00180,Kavya Reddy,South,Furniture,3,4319.67,1127.9,UPI,2025-06-03
ORD00181,Nisha Yadav,Central,Electronics,6,43881.44,8974.1,Cash,2025-01-20
ORD00182,Vikram Nair,South,Groceries,3,36198.56,2205.33,Debit Card,2025-11-23
ORD00183,Meera Iyer,Central,Office Supplies,8,12083.15,1326.63,Net Banking,2024-07-17
ORD00184,Neha Joshi,Central,Clothing,8,38587.21,9435.77,Cash,2025-06-24
ORD00185,Divya Nair,South,Groceries,3,43713.6,2755.92,Net Banking,2025-01-15
ORD00186,Nisha Kapoor,North,Groceries,2,14610.62,3517.93,Debit Card,2025-04-05
ORD00187,Ajay Nair,West,Electronics,4,40926.81,11097.61,UPI,2025-02-28
ORD00188,Priya Singh,Central,Office Supplies,4,19615.22,1380.94,Credit Card,2024-01-29
ORD00189,Amit Kapoor,North,Office Supplies,3,7311.18,889.92,Net Banking,2025-12-13
ORD00190,Vikram Jain,West,Clothing,10,759.93,53.05,Debit Card,2024-08-08
ORD00191,Vikram Menon,Central,Groceries,7,6003.75,732.61,Debit Card,2024-05-04
ORD00192,Priya Reddy,West,Groceries,8,3608.95,935.34,Net Banking,2025-09-03
ORD00193,Nisha Sharma,Central,Groceries,4,36067.94,4429.79,UPI,2025-09-21
ORD00194,Neha Reddy,Central,Clothing,3,33386.38,2383.9,Debit Card,2024-03-10
ORD00195,Ajay Menon,Central,Groceries,9,1506.55,404.26,UPI,2025-10-12
ORD00196,Suresh Kumar,East,Electronics,6,39531.74,5384.25,UPI,2025-08-18
ORD00197,Amit Nair,North,Office Supplies,9,17258.09,3636.26,Net Banking,2025-12-13
ORD00198,Kavya Joshi,South,Furniture,2,35944.23,10276.5,UPI,2024-10-27
ORD00199,Karthik Sharma,South,Electronics,6,46701.86,8352.44,Cash,2025-04-29
ORD00200,Rohan Sharma,South,Office Supplies,6,43175.86,2674.79,Debit Card,2024-10-06
ORD00201,Ananya Jain,East,Clothing,7,37293.73,10205.78,Net Banking,2024-12-13
ORD00202,Sneha Iyer,West,Office Supplies,9,13702.67,968.13,Net Banking,2024-03-21
ORD00203,Divya Das,South,Groceries,5,16399.97,1148.28,Debit Card,2024-11-09
ORD00204,Manoj Das,West,Furniture,8,17901.58,1084.64,Debit Card,2025-09-21
ORD00205,Divya Gupta,North,Electronics,7,18483.9,4626.04,Credit Card,2024-02-01
ORD00206,Vikram Yadav,Central,Clothing,1,6748.39,735.57,Debit Card,2025-01-05
ORD00207,Suresh Das,North,Groceries,3,34113.57,9797.62,Debit Card,2025-03-30
ORD00208,Arjun Das,South,Groceries,6,20202.69,4290.85,Credit Card,2024-04-26
ORD00209,Rahul Verma,South,Clothing,9,19655.88,3742.84,Debit Card,2024-09-23
ORD00210,Manoj Reddy,Central,Office Supplies,8,10408.83,873.64,UPI,2025-04-07
ORD00211,Sneha Kapoor,West,Electronics,6,33558.07,7630.61,Cash,2025-07-09
ORD00212,Pooja Kapoor,East,Furniture,3,39787.97,7049.99,UPI,2024-07-24
ORD00213,Vikram Reddy,West,Electronics,6,27924.06,3971.58,Cash,2024-05-12
ORD00214,Asha Kapoor,North,Electronics,5,20208.92,4632.56,Net Banking,2025-06-22
ORD00215,Divya Jain,West,Groceries,2,6703.68,866.5,UPI,2025-04-05
ORD00216,Manoj Joshi,Central,Office Supplies,3,43959.03,10772.85,Cash,2024-07-05
ORD00217,Vikram Singh,Central,Electronics,2,26146.06,3295.22,Credit Card,2024-11-26
ORD00218,Meera Kumar,Central,Office Supplies,2,12904.96,2694.09,Cash,2024-10-08
ORD00219,Vikram Joshi,East,Groceries,9,5124.71,1077.45,Cash,2025-08-17
ORD00220,Vikram Nair,Central,Groceries,6,42205.24,8057.17,UPI,2024-03-24
ORD00221,Priya Joshi,Central,Office Supplies,4,38464.47,5929.17,UPI,2025-05-24
ORD00222,Nisha Gupta,East,Clothing,4,40332.06,8923.38,Debit Card,2025-04-09
ORD00223,Arjun Verma,North,Furniture,8,21073.28,3500.49,Debit Card,2025-09-13
ORD00224,Vikram Kumar,East,Office Supplies,7,6972.92,994.58,Cash,2024-04-18
ORD00225,Amit Reddy,West,Electronics,5,22755.0,1939.17,UPI,2024-10-24
ORD00226,Suresh Yadav,Central,Clothing,4,48152.95,13269.88,Debit Card,2025-08-14
ORD00227,Amit Reddy,South,Clothing,9,23607.35,6368.53,Net Banking,2024-01-24
ORD00228,Arjun Singh,Central,Clothing,4,11149.65,1541.15,UPI,2024-10-15
ORD00229,Kavya Das,West,Office Supplies,9,904.78,69.55,Credit Card,2024-09-27
ORD00230,Neha Jain,West,Office Supplies,1,20328.79,3914.72,Credit Card,2025-01-06
ORD00231,Nisha Gupta,North,Clothing,9,22792.54,4272.79,Cash,2025-11-27
ORD00232,Asha Patel,South,Electronics,7,18973.32,5629.33,Cash,2025-01-09
ORD00233,Vikram Reddy,Central,Groceries,7,25253.86,1548.71,Credit Card,2025-12-31
ORD00234,Amit Jain,West,Groceries,8,7872.56,2151.44,Credit Card,2024-12-01
ORD00235,Asha Kumar,South,Clothing,10,37096.31,4629.94,Debit Card,2025-06-03
ORD00236,Ajay Menon,West,Groceries,5,24007.18,1300.21,Debit Card,2025-11-20
ORD00237,Ananya Singh,Central,Office Supplies,1,30047.03,3496.95,Cash,2025-08-14
ORD00238,Meera Verma,North,Groceries,8,8940.35,1852.94,Cash,2025-01-24
ORD00239,Vikram Yadav,South,Electronics,10,47436.16,3675.06,UPI,2025-03-27
ORD00240,Amit Singh,South,Clothing,4,20813.68,5073.19,Net Banking,2024-03-04
ORD00241,Vikram Menon,South,Groceries,6,49907.08,8463.88,Net Banking,2024-11-17
ORD00242,Sneha Iyer,Central,Office Supplies,9,18037.21,4383.0,Debit Card,2025-09-16
ORD00243,Kavya Reddy,South,Office Supplies,9,15275.71,4359.25,Debit Card,2024-10-22
ORD00244,Karthik Verma,West,Office Supplies,8,17765.76,5035.26,Debit Card,2024-10-21
ORD00245,Ananya Das,Central,Clothing,7,41009.68,11837.54,Credit Card,2024-10-24
ORD00246,Priya Gupta,North,Office Supplies,8,32970.62,7808.58,Credit Card,2024-07-25
ORD00247,Nisha Gupta,Central,Office Supplies,3,5906.72,1389.39,Credit Card,2024-09-05
ORD00248,Priya Joshi,Central,Furniture,4,3098.31,475.05,Net Banking,2024-04-12
ORD00249,Vikram Sharma,Central,Furniture,7,32818.19,8866.22,Net Banking,2025-05-03
ORD00250,Karthik Jain,East,Office Supplies,5,32471.95,8994.22,UPI,2025-10-29
ORD00251,Varun Reddy,Central,Electronics,3,21185.31,5495.5,UPI,2025-02-10
ORD00252,Kavya Nair,East,Electronics,1,15270.41,3064.71,Debit Card,2024-10-18
ORD00253,Manoj Joshi,Central,Groceries,8,44518.37,3719.51,Cash,2025-04-24
ORD00254,Rohan Reddy,North,Office Supplies,3,36690.4,7780.98,Credit Card,2024-01-15
ORD00255,Amit Jain,East,Groceries,4,9187.0,2425.7,Net Banking,2025-03-13
ORD00256,Ajay Kumar,North,Clothing,2,9646.67,821.44,Debit Card,2024-09-11
ORD00257,Rahul Gupta,West,Furniture,8,37810.95,10908.79,Debit Card,2025-08-19
ORD00258,Varun Sharma,East,Office Supplies,4,3575.15,284.43,Debit Card,2024-06-12
ORD00259,Suresh Joshi,Central,Office Supplies,2,32116.21,9158.22,Debit Card,2025-09-21
ORD00260,Meera Reddy,South,Clothing,3,23021.44,6842.19,Debit Card,2025-03-01
ORD00261,Nisha Kapoor,West,Groceries,4,38212.05,8409.92,Cash,2024-03-24
ORD00262,Ajay Iyer,Central,Office Supplies,2,45903.61,3582.88,Cash,2025-06-01
ORD00263,Karthik Das,Central,Furniture,3,16741.82,3014.96,UPI,2025-11-27
ORD00264,Karthik Verma,Central,Clothing,2,44995.02,7260.88,UPI,2025-04-09
ORD00265,Vikram Menon,West,Clothing,10,3357.97,556.06,Debit Card,2024-01-23
ORD00266,Suresh Gupta,North,Furniture,10,4114.96,641.62,UPI,2025-07-08
ORD00267,Priya Kapoor,North,Clothing,1,14710.99,1397.48,Credit Card,2025-10-18
ORD00268,Divya Kumar,West,Clothing,7,19094.45,4213.81,Cash,2024-05-16
ORD00269,Neha Patel,South,Groceries,7,26677.71,6188.28,Credit Card,2024-01-04
ORD00270,Rahul Gupta,West,Groceries,7,26830.71,6864.37,Credit Card,2025-04-16
ORD00271,Neha Nair,East,Furniture,2,2094.76,450.48,Cash,2024-01-17
ORD00272,Meera Reddy,North,Electronics,10,2162.03,431.21,UPI,2024-09-07
ORD00273,Priya Singh,West,Furniture,9,11254.83,2993.03,UPI,2024-05-23
ORD00274,Ajay Gupta,South,Groceries,6,29085.0,7071.57,Debit Card,2024-08-30
ORD00275,Pooja Kapoor,South,Groceries,4,20971.23,2491.14,Cash,2025-08-28
ORD00276,Sneha Joshi,West,Groceries,8,2820.76,383.92,Net Banking,2025-06-21
ORD00277,Amit Verma,West,Clothing,3,15344.48,1472.61,Cash,2025-04-29
ORD00278,Meera Yadav,South,Office Supplies,3,40385.92,11254.96,Cash,2025-02-26
ORD00279,Divya Menon,Central,Furniture,7,12521.5,1262.6,UPI,2025-04-05
ORD00280,Neha Patel,Central,Furniture,1,13788.85,3011.73,Cash,2024-02-10
ORD00281,Arjun Reddy,Central,Groceries,4,24230.01,6478.34,Debit Card,2024-11-06
ORD00282,Rahul Reddy,South,Electronics,8,45764.84,10247.05,Credit Card,2025-02-10
ORD00283,Meera Menon,East,Office Supplies,7,23579.4,5003.08,Debit Card,2024-09-24
ORD00284,Neha Menon,West,Clothing,2,40239.42,9279.35,Debit Card,2024-07-27
ORD00285,Neha Kumar,West,Electronics,10,43272.2,10182.52,UPI,2024-09-24
ORD00286,Nisha Kapoor,Central,Groceries,7,15112.02,1496.81,Credit Card,2025-01-23
ORD00287,Varun Yadav,South,Clothing,9,32903.09,7278.55,Debit Card,2025-05-15
ORD00288,Kavya Iyer,South,Office Supplies,3,7427.95,1386.33,Credit Card,2025-07-09
ORD00289,Priya Menon,North,Electronics,1,38334.77,5868.98,Credit Card,2024-03-10
ORD00290,Vikram Sharma,South,Groceries,8,18973.43,3879.28,Cash,2025-05-09
ORD00291,Kavya Sharma,North,Groceries,9,20861.26,1130.3,Debit Card,2025-07-02
ORD00292,Pooja Sharma,Central,Clothing,3,5797.31,429.46,Credit Card,2024-09-03
ORD00293,Karthik Das,Central,Office Supplies,6,13732.57,2049.23,Debit Card,2025-02-19
ORD00294,Manoj Das,South,Furniture,5,34360.06,9001.19,UPI,2024-04-05
ORD00295,Suresh Singh,West,Groceries,8,3277.69,171.63,Credit Card,2024-03-25
ORD00296,Kavya Yadav,West,Office Supplies,10,48877.8,14343.68,Cash,2024-02-13
ORD00297,Meera Reddy,Central,Clothing,5,2804.82,192.37,Debit Card,2025-07-10
ORD00298,Varun Joshi,North,Furniture,6,1275.08,129.79,Credit Card,2025-12-30
ORD00299,Suresh Kapoor,North,Office Supplies,3,28415.93,5446.59,Net Banking,2025-11-24
ORD00300,Nisha Kumar,West,Furniture,2,25289.25,7424.44,UPI,2024-04-10
ORD00301,Divya Reddy,North,Office Supplies,10,38565.78,11134.5,Net Banking,2024-11-30
ORD00302,Rahul Joshi,East,Clothing,8,11792.85,2220.12,Net Banking,2025-03-18
